,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,BuildAge,RemodAge,GarageAge,SalePrice
654,655,20,RL,91.0,10437,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,4,4,PConc,4,3,Gd,6,1696,1,0,413,2109,GasA,5,1,SBrkr,2113,0,0,2113,1,0,2,1,2,1,4,7,Typ,1,3,Attchd,Fin,3,839,3,3,Y,236,46,0,0,0,0,0,None,None,0,8,2008,WD,Normal,13,13,13,350000
655,656,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3,3,No,1,0,1,0,525,525,GasA,3,1,SBrkr,525,567,0,1092,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,Unf,1,264,3,3,Y,0,0,0,0,0,0,0,None,None,0,3,2010,WD,Family,39,39,39,88000
656,657,20,RL,72.0,10007,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,4,3,CBlock,3,3,No,5,806,1,0,247,1053,GasA,5,1,SBrkr,1053,0,0,1053,1,0,1,1,3,1,4,5,Typ,0,0,Attchd,RFn,1,312,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,8,2008,WD,Normal,49,2,49,145500
657,658,70,RL,60.0,7200,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Stucco,Wd Shng,None,0.0,3,2,BrkTil,4,3,No,1,0,1,0,776,776,GasA,3,1,SBrkr,851,651,0,1502,0,0,1,1,3,1,3,6,Typ,1,4,Attchd,RFn,1,270,3,3,P,0,0,112,0,0,0,0,MnPrv,None,0,2,2008,WD,Normal,77,8,77,149000
658,659,50,RL,78.0,17503,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,1,0,1,0,912,912,GasA,3,1,SBrkr,912,546,0,1458,0,1,1,0,3,1,3,6,Typ,1,4,Attchd,Unf,1,330,3,3,Y,192,0,0,0,0,0,0,None,None,0,1,2010,WD,Abnorml,62,60,62,97500
659,660,20,RL,75.0,9937,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,No,4,637,1,0,849,1486,GasA,5,1,SBrkr,1486,0,0,1486,1,0,1,0,3,1,3,7,Typ,0,0,Detchd,Fin,2,480,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,3,2009,WD,Normal,45,10,41,167000
660,661,60,RL,0.0,12384,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,3,3,CBlock,4,3,No,1,0,1,0,793,793,GasA,3,1,SBrkr,1142,793,0,1935,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,RFn,2,550,3,3,Y,0,113,252,0,0,0,0,None,None,0,11,2007,WD,Normal,31,31,31,197900
661,662,60,RL,52.0,46589,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,4,3,PConc,4,4,No,6,1361,3,180,88,1629,GasA,5,1,SBrkr,1686,762,0,2448,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,RFn,3,711,3,3,Y,517,76,0,0,0,0,0,None,None,0,7,2009,WD,Normal,15,4,15,402000
662,663,20,RL,120.0,13560,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,3,3,CBlock,2,2,No,1,0,1,0,1392,1392,GasA,4,1,SBrkr,1392,0,0,1392,1,0,1,0,2,1,3,5,Maj2,2,3,Attchd,RFn,2,576,3,3,Y,0,0,240,0,0,0,0,None,None,0,7,2009,WD,Normal,41,41,41,110000
663,664,85,RL,90.0,10012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,Av,4,920,3,180,38,1138,GasA,3,1,SBrkr,1181,0,0,1181,1,0,2,0,3,1,3,6,Typ,0,0,Detchd,RFn,2,588,3,3,Y,0,0,180,0,0,0,0,MnPrv,None,0,4,2008,WD,Normal,36,36,34,137500
664,665,20,RL,49.0,20896,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,Mn,6,1721,1,0,356,2077,GasA,5,1,SBrkr,2097,0,0,2097,1,0,1,1,1,1,5,8,Typ,1,5,Attchd,Fin,3,1134,3,3,Y,192,267,0,0,0,0,0,None,None,0,1,2006,New,Partial,1,0,1,423000
665,666,60,RL,106.0,11194,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,No,1,0,1,0,1406,1406,GasA,5,1,SBrkr,1454,482,0,1936,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,RFn,2,504,3,3,Y,188,124,0,0,0,0,0,None,None,0,11,2006,WD,Normal,6,6,6,230500
666,667,60,RL,0.0,18450,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,3,4,CBlock,4,3,No,2,187,3,723,111,1021,GasA,3,1,SBrkr,1465,915,0,2380,0,0,2,1,3,1,3,7,Sev,1,1,CarPort,Unf,2,596,3,3,Y,0,265,0,0,0,0,0,None,None,0,8,2007,WD,Abnorml,42,28,42,129000
667,668,20,RL,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,3,3,PConc,4,3,No,6,1138,1,0,270,1408,GasA,5,1,SBrkr,1679,0,0,1679,1,0,2,0,3,1,4,7,Typ,1,2,Attchd,RFn,2,575,3,3,Y,224,42,0,0,0,0,0,None,None,0,10,2008,WD,Normal,14,10,14,193500
668,669,20,RL,0.0,14175,Pave,None,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,3,988,1,0,200,1188,GasA,4,1,SBrkr,1437,0,0,1437,1,0,1,1,3,1,3,6,Min2,1,3,Detchd,Unf,2,576,3,3,Y,304,0,0,0,0,0,0,None,None,0,11,2006,WD,Normal,50,19,7,168000
669,670,30,RL,80.0,11600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,No,1,0,1,0,700,700,GasA,5,1,SBrkr,1180,0,0,1180,0,0,1,0,2,1,2,5,Typ,1,4,Detchd,Unf,1,252,3,2,Y,0,0,67,0,0,0,0,None,None,0,7,2006,WD,Normal,84,56,84,137500
670,671,60,RL,64.0,8633,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,193,1,0,545,738,GasA,5,1,SBrkr,738,738,0,1476,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,Fin,2,540,3,3,Y,100,35,0,0,0,0,0,None,None,0,2,2009,WD,Normal,4,4,4,173500
671,672,70,RH,54.0,6629,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,No,4,551,1,0,121,672,GasA,3,0,SBrkr,697,672,0,1369,1,0,2,0,3,1,3,6,Typ,0,0,Detchd,Unf,1,300,3,3,Y,147,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,84,59,79,103600
672,673,20,RL,0.0,11250,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,CBlock,4,3,No,5,767,1,0,441,1208,GasA,3,1,SBrkr,1208,0,0,1208,1,0,1,1,3,1,3,6,Typ,1,3,Attchd,RFn,2,546,3,3,Y,198,42,0,0,0,0,0,None,None,0,6,2006,WD,Normal,29,29,29,165000
673,674,20,RL,110.0,14442,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,3,3,PConc,3,3,No,6,1186,1,0,291,1477,GasA,5,1,SBrkr,1839,0,0,1839,1,0,2,0,3,1,4,7,Typ,2,3,Attchd,Fin,2,416,3,3,Y,0,87,0,0,200,0,0,None,None,0,6,2007,WD,Normal,50,3,50,257500
674,675,20,RL,80.0,9200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,3,892,1,0,244,1136,GasA,3,1,SBrkr,1136,0,0,1136,1,0,1,0,3,1,3,5,Typ,1,4,Attchd,RFn,1,384,3,3,Y,426,0,0,0,0,0,0,None,None,0,7,2008,WD,Normal,43,43,43,140000
675,676,160,RL,24.0,2289,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,No,5,311,1,0,544,855,GasA,3,1,SBrkr,855,586,0,1441,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,Unf,2,440,3,3,Y,28,0,0,0,0,0,0,None,None,0,4,2009,WD,Normal,31,31,31,148500
676,677,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,Gable,CompShg,AsbShng,Stucco,None,0.0,3,3,BrkTil,3,2,No,1,0,1,0,1095,1095,GasW,2,0,SBrkr,1095,679,0,1774,1,0,2,0,4,2,3,8,Min2,0,0,2Types,Unf,3,779,2,2,N,0,0,90,0,0,0,0,None,None,0,5,2006,WD,Normal,106,56,86,87000
677,678,30,RL,52.0,9022,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3,3,No,1,0,1,0,768,768,GasA,5,1,SBrkr,792,0,0,792,0,0,1,0,2,1,4,5,Typ,0,0,Detchd,Unf,1,240,2,2,N,316,0,120,0,0,0,0,None,None,0,5,2009,WD,Normal,85,3,85,109500
678,679,20,RL,80.0,11844,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,4,3,PConc,5,3,Mn,1,0,1,0,2046,2046,GasA,5,1,SBrkr,2046,0,0,2046,0,0,2,1,3,1,4,7,Typ,1,4,Attchd,Fin,3,834,3,3,Y,322,82,0,0,0,0,0,None,None,0,7,2009,New,Partial,1,1,1,372500
679,680,20,RL,0.0,9945,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,3,3,CBlock,3,3,No,3,827,1,0,161,988,GasA,3,1,SBrkr,988,0,0,988,1,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,2,572,3,3,Y,0,0,0,0,0,0,0,None,None,0,10,2007,WD,Normal,46,46,44,128500
680,681,120,RL,50.0,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,No,4,543,4,119,261,923,GasA,3,1,SBrkr,923,0,0,923,0,0,2,0,2,1,3,5,Typ,1,3,Attchd,RFn,1,264,3,3,Y,80,0,0,0,0,0,0,None,None,0,5,2010,WD,Normal,30,30,30,143000
681,682,50,RH,55.0,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,VinylSd,Stucco,None,0.0,3,3,BrkTil,3,3,No,3,182,1,0,611,793,GasA,5,1,SBrkr,848,672,0,1520,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,1,281,3,3,Y,0,0,56,0,0,0,0,None,None,0,7,2009,WD,Abnorml,77,9,41,159434
682,683,120,RL,0.0,2887,Pave,None,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,Mn,6,1003,1,0,288,1291,GasA,5,1,SBrkr,1291,0,0,1291,1,0,1,0,2,1,4,6,Typ,1,4,Attchd,Unf,2,431,3,3,Y,307,0,0,0,0,0,0,None,None,0,11,2008,WD,Normal,12,11,12,173000
683,684,20,RL,90.0,11248,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,4,3,PConc,4,3,Av,6,1059,1,0,567,1626,GasA,5,1,SBrkr,1668,0,0,1668,1,0,2,0,3,1,4,7,Typ,1,3,Attchd,Fin,3,702,3,3,Y,257,45,0,0,0,0,0,None,None,0,7,2007,WD,Normal,5,5,5,285000
684,685,60,RL,58.0,16770,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,4,3,PConc,4,3,No,1,0,1,0,1195,1195,GasA,4,1,SBrkr,1195,644,0,1839,0,0,2,1,4,1,3,7,Typ,0,0,Attchd,Fin,2,486,3,3,Y,0,81,0,0,0,0,0,None,None,0,6,2010,WD,Normal,12,12,12,221000
685,686,160,RL,0.0,5062,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,Mn,6,828,2,182,180,1190,GasA,4,1,SBrkr,1190,900,0,2090,1,0,2,0,3,1,4,6,Min1,1,3,Attchd,Fin,2,577,3,3,Y,219,0,0,0,0,0,0,None,None,0,9,2007,WD,Normal,23,23,23,207500
686,687,60,FV,84.0,10207,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0,1,0,874,874,GasA,5,1,SBrkr,874,887,0,1761,0,0,3,0,3,1,4,7,Typ,0,0,Attchd,Fin,2,578,3,3,Y,144,105,0,0,0,0,0,None,None,0,8,2007,New,Partial,0,0,0,227875
687,688,160,FV,0.0,5105,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,No,6,239,1,0,312,551,GasA,5,1,SBrkr,551,551,0,1102,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,Unf,2,480,3,3,Y,0,60,0,0,0,0,0,None,None,0,3,2007,WD,Normal,3,3,3,148800
688,689,20,RL,60.0,8089,Pave,None,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,Av,6,945,1,0,474,1419,GasA,5,1,SBrkr,1419,0,0,1419,1,0,2,0,2,1,4,7,Typ,1,4,Attchd,RFn,2,567,3,3,Y,140,0,0,0,0,0,0,None,None,0,10,2007,New,Partial,0,0,0,392000
689,690,120,RL,61.0,7577,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,Av,5,20,1,0,1342,1362,GasA,5,1,SBrkr,1362,0,0,1362,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,RFn,2,460,3,3,Y,192,28,0,0,0,0,0,None,None,0,6,2007,WD,Normal,2,1,2,194700
690,691,120,RM,0.0,4426,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,4,3,PConc,4,3,Gd,6,697,1,0,151,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,1,3,Attchd,RFn,2,420,3,3,Y,149,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,4,4,4,141000
691,692,60,RL,104.0,21535,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,5,3,PConc,5,3,Gd,6,1455,1,0,989,2444,GasA,5,1,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,5,10,Typ,2,5,Attchd,Fin,3,832,3,3,Y,382,50,0,0,0,0,0,None,None,0,1,2007,WD,Normal,13,12,13,755000
692,693,60,RL,42.0,26178,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,4,3,PConc,4,3,Gd,6,965,1,0,245,1210,GasA,5,1,SBrkr,1238,1281,0,2519,1,0,2,1,4,1,4,9,Typ,2,4,Attchd,RFn,2,628,3,3,Y,320,27,0,0,0,0,0,None,None,0,4,2006,WD,Normal,17,16,17,335000
693,694,30,RL,60.0,5400,Pave,None,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,1,0,1,0,1073,1073,GasA,5,1,SBrkr,1073,0,0,1073,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,1,326,3,3,Y,0,0,112,0,0,0,0,None,None,0,12,2006,WD,Abnorml,85,38,38,108480
694,695,50,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,No,1,0,1,0,927,927,GasA,3,1,SBrkr,1067,472,0,1539,0,0,1,1,3,1,3,5,Typ,0,0,Detchd,Unf,2,576,3,3,Y,112,0,0,0,0,0,0,MnPrv,None,0,4,2009,WD,Normal,73,59,14,141500
695,696,20,RL,54.0,13811,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,4,No,6,980,2,40,92,1112,GasA,4,1,SBrkr,1137,0,0,1137,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,Unf,2,551,3,3,Y,125,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,19,19,19,176000
696,697,30,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,No,2,616,1,0,0,616,GasA,4,1,SBrkr,616,0,0,616,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,1,205,3,3,Y,0,0,129,0,0,0,0,None,None,0,6,2006,WD,Normal,85,56,85,89000
697,698,20,RL,57.0,6420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,5,4,Mn,2,210,5,551,219,980,GasA,2,1,FuseA,1148,0,0,1148,0,1,1,0,2,1,3,6,Typ,0,0,Detchd,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,None,None,0,9,2006,WD,Normal,54,54,54,123500
698,699,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,6,553,4,117,224,894,GasA,5,1,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,1,4,Detchd,Unf,1,336,3,3,Y,416,144,0,0,0,0,0,MnPrv,None,0,4,2010,WD,Normal,45,1,37,138500
699,700,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,Mn,6,16,1,0,1375,1391,GasA,5,1,SBrkr,1391,0,0,1391,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,RFn,2,530,3,3,Y,156,158,0,0,0,0,0,None,None,0,7,2008,WD,Normal,4,4,4,196000
700,701,20,RL,85.0,14331,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,Gd,6,1274,1,0,526,1800,GasA,5,1,SBrkr,1800,0,0,1800,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,Fin,3,765,3,3,Y,270,78,0,0,0,0,0,None,None,0,5,2006,WD,Normal,4,4,4,312500
701,702,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,No,1,0,1,0,1164,1164,GasA,3,1,SBrkr,1164,0,0,1164,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,Unf,2,528,3,3,Y,0,0,0,0,0,0,0,None,None,0,7,2006,COD,Normal,37,37,37,140000
702,703,60,RL,82.0,12438,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,No,1,0,1,0,1234,1234,GasA,5,1,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,5,10,Typ,1,4,BuiltIn,Fin,3,666,3,3,Y,324,100,0,0,0,0,0,None,None,0,7,2006,New,Partial,0,0,0,361919
703,704,190,RM,76.0,7630,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,No,1,0,1,0,360,360,GasA,4,1,SBrkr,1032,780,0,1812,0,0,2,0,4,2,4,8,Typ,1,1,Detchd,Unf,2,672,3,3,N,344,0,40,0,0,0,0,MnPrv,None,0,5,2010,WD,Normal,110,14,11,140000
704,705,20,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,Av,6,712,1,0,761,1473,GasA,5,1,SBrkr,1484,0,0,1484,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,RFn,2,606,3,3,Y,0,35,0,144,0,0,0,None,None,0,5,2010,WD,Normal,6,5,6,213000
705,706,190,RM,70.0,5600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,Hip,CompShg,VinylSd,Wd Shng,None,0.0,2,2,Slab,0,0,None,0,0,0,0,0,0,GasA,2,0,SBrkr,372,720,0,1092,0,0,2,0,3,2,2,7,Mod,0,0,None,None,0,0,0,0,N,0,0,0,0,0,0,0,None,Othr,3500,7,2010,WD,Normal,80,60,0,55000
706,707,20,RL,0.0,115149,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,Stone,351.0,3,3,CBlock,4,3,Gd,6,1219,1,0,424,1643,GasA,3,1,SBrkr,1824,0,0,1824,1,0,2,0,2,1,4,5,Typ,2,3,Attchd,Unf,2,739,3,3,Y,380,48,0,0,0,0,0,None,None,0,6,2007,WD,Normal,36,5,36,302000
707,708,120,RL,48.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,No,6,863,1,0,461,1324,GasA,5,1,SBrkr,1324,0,0,1324,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,Fin,2,550,3,3,Y,192,38,0,0,0,0,0,None,None,0,12,2009,WD,Normal,3,3,3,254000
708,709,60,RL,65.0,9018,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,0,1,0,728,728,GasA,5,1,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,Fin,2,400,3,3,Y,100,24,0,0,0,0,0,None,None,0,7,2007,New,Partial,0,0,0,179540
709,710,20,RL,0.0,7162,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,No,1,0,1,0,876,876,GasA,3,1,SBrkr,904,0,0,904,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,408,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,12,2008,WD,Abnorml,42,42,42,109900
